geoid,geoid20,year,denom_occupied_housing,overcrowded_hh_count,overcrowded_hh_pct
1400000US06037204600,6037204600,2010,1031,468,45.392822
1400000US06037204700,6037204700,2010,1115,429,38.475338
1400000US06037204810,6037204810,2010,1043,314,30.105465
1400000US06037204820,6037204820,2010,443,130,29.345373
1400000US06037204910,6037204910,2010,720,306,42.5
1400000US06037204920,6037204920,2010,615,179,29.105692
1400000US06037205110,6037205110,2010,886,583,65.801353
1400000US06037205120,6037205120,2010,900,390,43.333332
1400000US06037206010,6037206010,2010,981,197,20.081549
1400000US06037206020,6037206020,2010,117,17,14.529915
1400000US06037206050,6037206050,2010,747,182,24.364122
1400000US06037206051,6037206051,2010,888,125,14.076576
1400000US06037206052,6037206052,2010,220,31,14.090909
1400000US06037206053,6037206053,2010,793,297,37.452713
1400000US06037206054,6037206054,2010,562,210,37.366547
1400000US06037206201,6037206201,2010,451,22,4.8780489
1400000US06037206202,6037206202,2010,850,41,4.8235292
1400000US06037206301,6037206301,2010,388,5,1.2886598
1400000US06037206302,6037206302,2010,133,2,1.5037594
1400000US06037206303,6037206303,2010,1247,17,1.3632718
1400000US06037207101,6037207101,2010,1039,304,29.258904
1400000US06037207102,6037207102,2010,925,111,12
1400000US06037207103,6037207103,2010,819,174,21.24542
1400000US06037207303,6037207303,2010,1006,92,9.1451292
1400000US06037207304,6037207304,2010,286,26,9.090909
1400000US06037207305,6037207305,2010,1152,105,9.114583
1400000US06037207306,6037207306,2010,919,130,14.145811
1400000US06037207307,6037207307,2010,278,39,14.028777
1400000US06037207308,6037207308,2010,261,37,14.176245
1400000US06037207400,6037207400,2010,,,
1400000US06037207501,6037207501,2010,1420,154,10.845071
1400000US06037207502,6037207502,2010,1734,103,5.9400229
1400000US06037207711,6037207711,2010,714,108,15.12605
1400000US06037207712,6037207712,2010,419,64,15.274463
1400000US06037207901,6037207901,2010,347,57,16.426514
1400000US06037207902,6037207902,2010,1194,198,16.582914
1400000US06037208001,6037208001,2010,1160,279,24.051723
1400000US06037208002,6037208002,2010,795,191,24.025158
1400000US06037208301,6037208301,2010,552,337,61.050724
1400000US06037208302,6037208302,2010,1496,457,30.548128
1400000US06037208401,6037208401,2010,1330,688,51.729324
1400000US06037208402,6037208402,2010,802,232,28.927681
1400000US06037208501,6037208501,2010,793,278,35.056747
1400000US06037208502,6037208502,2010,1252,461,36.821087
1400000US06037208610,6037208610,2010,1466,327,22.305593
1400000US06037208620,6037208620,2010,1672,494,29.545454
1400000US06037208710,6037208710,2010,1968,537,27.286585
1400000US06037208720,6037208720,2010,1516,784,51.715038
1400000US06037208801,6037208801,2010,1104,326,29.528986
1400000US06037208802,6037208802,2010,1279,407,31.821735
1400000US06037208902,6037208902,2010,542,367,67.712173
1400000US06037208903,6037208903,2010,1043,517,49.568554
1400000US06037208904,6037208904,2010,1315,664,50.494297
1400000US06037209103,6037209103,2010,980,640,65.306122
1400000US06037209104,6037209104,2010,871,304,34.902412
1400000US06037209105,6037209105,2010,469,194,41.364605
1400000US06037209106,6037209106,2010,1250,516,41.279999
1400000US06037209201,6037209201,2010,391,106,27.109974
1400000US06037209202,6037209202,2010,564,154,27.304964
1400000US06037209300,6037209300,2010,1777,501,28.193584
1400000US06037209401,6037209401,2010,1343,520,38.719284
1400000US06037209402,6037209402,2010,996,578,58.032127
1400000US06037209403,6037209403,2010,1226,713,58.156609
1400000US06037209510,6037209510,2010,954,408,42.767296
1400000US06037209520,6037209520,2010,910,423,46.483517
1400000US06037209810,6037209810,2010,656,295,44.969513
1400000US06037209820,6037209820,2010,835,447,53.532932
1400000US06037210010,6037210010,2010,1170,483,41.282051
1400000US06037211000,6037211000,2010,1640,55,3.3536584
1400000US06037211121,6037211121,2010,918,112,12.200436
1400000US06037211122,6037211122,2010,1234,516,41.815235
1400000US06037211123,6037211123,2010,622,127,20.418007
1400000US06037211124,6037211124,2010,1428,291,20.378151
1400000US06037211201,6037211201,2010,960,377,39.270832
1400000US06037211202,6037211202,2010,987,465,47.112461
1400000US06037211310,6037211310,2010,1352,586,43.343197
1400000US06037211320,6037211320,2010,1316,552,41.94529
1400000US06037211410,6037211410,2010,1223,305,24.938675
1400000US06037211420,6037211420,2010,1277,336,26.311668
1400000US06037211500,6037211500,2010,1788,247,13.814318
1400000US06037211701,6037211701,2010,1187,166,13.984836
1400000US06037211703,6037211703,2010,2082,693,33.285301
1400000US06037211704,6037211704,2010,1789,399,22.302963
1400000US06037211802,6037211802,2010,2195,332,15.125285
1400000US06037211803,6037211803,2010,1723,387,22.460825
1400000US06037211804,6037211804,2010,1363,328,24.064564
1400000US06037211910,6037211910,2010,1737,706,40.644791
1400000US06037211921,6037211921,2010,1019,297,29.146221
1400000US06037211922,6037211922,2010,1354,478,35.302807
1400000US06037212101,6037212101,2010,1264,291,23.022152
1400000US06037212102,6037212102,2010,1254,186,14.832536
1400000US06037212202,6037212202,2010,1295,410,31.660233
1400000US06037212203,6037212203,2010,1048,480,45.801525
1400000US06037212204,6037212204,2010,1262,546,43.26466
1400000US06037212303,6037212303,2010,1289,624,48.409618
1400000US06037212304,6037212304,2010,747,263,35.207497
1400000US06037212305,6037212305,2010,1008,553,54.861111
1400000US06037212306,6037212306,2010,1185,393,33.164558
1400000US06037212410,6037212410,2010,1690,515,30.473373
1400000US06037212420,6037212420,2010,1134,394,34.744267
1400000US06037212501,6037212501,2010,870,266,30.574713
1400000US06037212502,6037212502,2010,1145,311,27.161572
1400000US06037212610,6037212610,2010,1648,315,19.114079
1400000US06037212620,6037212620,2010,1776,357,20.101351
1400000US06037212701,6037212701,2010,795,120,15.094339
1400000US06037212702,6037212702,2010,1476,146,9.8915987
1400000US06037212800,6037212800,2010,1302,263,20.199694
1400000US06037212900,6037212900,2010,1441,551,38.237335
1400000US06037213100,6037213100,2010,885,256,28.926554
1400000US06037213201,6037213201,2010,1341,387,28.85906
1400000US06037213202,6037213202,2010,1266,441,34.834122
1400000US06037213310,6037213310,2010,1082,400,36.968578
1400000US06037213320,6037213320,2010,1014,243,23.964497
1400000US06037213401,6037213401,2010,1726,912,52.838936
1400000US06037213402,6037213402,2010,1570,682,43.439491
1400000US06037214000,6037214000,2010,1383,17,1.2292118
1400000US06037214100,6037214100,2010,1679,51,3.0375223
1400000US06037214400,6037214400,2010,1629,0,0
1400000US06037214501,6037214501,2010,1438,0,0
1400000US06037214503,6037214503,2010,1622,48,2.9593096
1400000US06037214504,6037214504,2010,1327,59,4.4461188
1400000US06037214505,6037214505,2010,1234,55,4.4570503
1400000US06037214600,6037214600,2010,1304,0,0
1400000US06037214700,6037214700,2010,1294,2,.15455951
1400000US06037214800,6037214800,2010,1365,21,1.5384616
1400000US06037214902,6037214902,2010,1481,26,1.7555705
1400000US06037214903,6037214903,2010,893,16,1.7917134
1400000US06037214904,6037214904,2010,1152,20,1.7361112
1400000US06037215101,6037215101,2010,1470,14,.95238096
1400000US06037215102,6037215102,2010,2098,40,1.9065777
1400000US06037216100,6037216100,2010,1069,10,.93545371
1400000US06037216201,6037216201,2010,1161,54,4.6511626
1400000US06037216202,6037216202,2010,1263,59,4.6714172
1400000US06037216301,6037216301,2010,1095,33,3.0136986
1400000US06037216302,6037216302,2010,1377,42,3.0501089
1400000US06037216401,6037216401,2010,2138,46,2.1515436
1400000US06037216402,6037216402,2010,1314,33,2.5114155
1400000US06037216700,6037216700,2010,1612,95,5.8933001
1400000US06037216800,6037216800,2010,1572,26,1.653944
1400000US06037216901,6037216901,2010,1632,26,1.5931373
1400000US06037216902,6037216902,2010,909,14,1.540154
1400000US06037217001,6037217001,2010,1121,36,3.2114184
1400000US06037217002,6037217002,2010,2195,21,.95671982
1400000US06037217101,6037217101,2010,1064,116,10.902256
1400000US06037217102,6037217102,2010,1349,147,10.89696
1400000US06037217200,6037217200,2010,1528,115,7.5261779
1400000US06037218110,6037218110,2010,1224,234,19.117647
1400000US06037218120,6037218120,2010,1403,336,23.948681
1400000US06037218210,6037218210,2010,1219,267,21.9032
1400000US06037218220,6037218220,2010,1473,230,15.614392
1400000US06037218300,6037218300,2010,1945,360,18.508997
1400000US06037218400,6037218400,2010,1502,145,9.6537952
1400000US06037218500,6037218500,2010,945,254,26.878307
1400000US06037218600,6037218600,2010,1097,175,15.952598
1400000US06037218701,6037218701,2010,855,104,12.163743
1400000US06037218702,6037218702,2010,826,182,22.033897
1400000US06037218800,6037218800,2010,850,161,18.941177
1400000US06037218900,6037218900,2010,1919,282,14.695154
1400000US06037219010,6037219010,2010,854,177,20.725996
1400000US06037219020,6037219020,2010,1304,197,15.107362
1400000US06037219300,6037219300,2010,1366,211,15.446559
1400000US06037219500,6037219500,2010,765,0,0
1400000US06037219700,6037219700,2010,1257,205,16.308672
1400000US06037219800,6037219800,2010,1020,120,11.764706
1400000US06037219901,6037219901,2010,1449,362,24.982746
1400000US06037219902,6037219902,2010,1132,191,16.872791
1400000US06037220000,6037220000,2010,1912,208,10.878661
1400000US06037220100,6037220100,2010,1059,40,3.7771482
1400000US06037221110,6037221110,2010,1087,480,44.158234
1400000US06037221120,6037221120,2010,819,552,67.399269
1400000US06037221210,6037221210,2010,854,222,25.995316
1400000US06037221220,6037221220,2010,1024,410,40.039063
1400000US06037221302,6037221302,2010,1321,317,23.996971
1400000US06037221303,6037221303,2010,798,391,48.997494
1400000US06037221304,6037221304,2010,1112,318,28.597122
1400000US06037221401,6037221401,2010,1384,170,12.283237
1400000US06037221402,6037221402,2010,940,142,15.106383
1400000US06037221500,6037221500,2010,1227,237,19.315403
1400000US06037221601,6037221601,2010,949,293,30.874605
1400000US06037221602,6037221602,2010,778,183,23.521851
1400000US06037221710,6037221710,2010,928,278,29.956896
1400000US06037221810,6037221810,2010,887,136,15.332582
1400000US06037221820,6037221820,2010,1024,78,7.6171875
1400000US06037221900,6037221900,2010,987,220,22.289766
1400000US06037222001,6037222001,2010,878,259,29.498861
1400000US06037222002,6037222002,2010,1331,276,20.736288
1400000US06037222100,6037222100,2010,1084,179,16.512915
1400000US06037222200,6037222200,2010,1103,269,24.388033
1400000US06037222500,6037222500,2010,1308,307,23.470947
1400000US06037222600,6037222600,2010,1573,222,14.113159
1400000US06037222700,6037222700,2010,102,0,0
1400000US06037224010,6037224010,2010,968,340,35.123966
1400000US06037224020,6037224020,2010,798,400,50.125313
1400000US06037224200,6037224200,2010,684,290,42.397659
1400000US06037224310,6037224310,2010,634,330,52.050472
1400000US06037224320,6037224320,2010,1027,449,43.71957
1400000US06037224410,6037224410,2010,1000,237,23.700001
1400000US06037224420,6037224420,2010,684,229,33.47953
1400000US06037224600,6037224600,2010,790,425,53.79747
1400000US06037224701,6037224701,2010,256,25,9.765625
1400000US06037224702,6037224702,2010,430,42,9.7674417
1400000US06037226001,6037226001,2010,506,88,17.391304
1400000US06037226002,6037226002,2010,817,127,15.544676
1400000US06037226410,6037226410,2010,836,421,50.358852
1400000US06037226420,6037226420,2010,1088,476,43.75
1400000US06037226701,6037226701,2010,632,279,44.145569
1400000US06037226702,6037226702,2010,683,302,44.21669
1400000US06037227010,6037227010,2010,936,444,47.435898
1400000US06037227020,6037227020,2010,628,206,32.802547
1400000US06037228100,6037228100,2010,1117,471,42.166519
1400000US06037228210,6037228210,2010,787,205,26.048285
1400000US06037228220,6037228220,2010,911,299,32.821075
1400000US06037228310,6037228310,2010,892,360,40.358746
1400000US06037228320,6037228320,2010,788,266,33.756344
1400000US06037228410,6037228410,2010,647,345,53.323029
1400000US06037228420,6037228420,2010,699,343,49.070099
1400000US06037228500,6037228500,2010,1076,399,37.081783
1400000US06037228600,6037228600,2010,1053,455,43.209877
1400000US06037228710,6037228710,2010,1012,325,32.114624
1400000US06037228720,6037228720,2010,1041,469,45.052834
1400000US06037228800,6037228800,2010,1223,458,37.448895
1400000US06037228900,6037228900,2010,806,202,25.062035
1400000US06037229100,6037229100,2010,936,274,29.273504
1400000US06037229200,6037229200,2010,1157,435,37.597233
1400000US06037229300,6037229300,2010,1226,574,46.818924
1400000US06037229410,6037229410,2010,831,249,29.9639
1400000US06037229420,6037229420,2010,940,299,31.80851
1400000US06037231100,6037231100,2010,712,264,37.078651
1400000US06037231210,6037231210,2010,1104,183,16.576086
1400000US06037231220,6037231220,2010,1084,329,30.350554
1400000US06037231301,6037231301,2010,480,82,17.083334
1400000US06037231302,6037231302,2010,869,149,17.146145
1400000US06037231400,6037231400,2010,1243,175,14.078841
1400000US06037231500,6037231500,2010,1429,111,7.7676697
1400000US06037231601,6037231601,2010,656,141,21.493902
1400000US06037231602,6037231602,2010,647,139,21.48377
1400000US06037231603,6037231603,2010,658,141,21.428572
1400000US06037231710,6037231710,2010,1266,335,26.461296
1400000US06037231720,6037231720,2010,1449,280,19.323671
1400000US06037231800,6037231800,2010,1350,619,45.851852
1400000US06037231901,6037231901,2010,563,213,37.833038
1400000US06037231902,6037231902,2010,746,282,37.801609
1400000US06037232110,6037232110,2010,874,212,24.256292
1400000US06037232120,6037232120,2010,1174,262,22.316866
1400000US06037232200,6037232200,2010,826,197,23.849878
1400000US06037232300,6037232300,2010,1088,147,13.511029
1400000US06037232401,6037232401,2010,1019,235,23.061825
1400000US06037232402,6037232402,2010,971,224,23.069
1400000US06037232500,6037232500,2010,1437,232,16.144747
1400000US06037232601,6037232601,2010,577,101,17.504333
1400000US06037232602,6037232602,2010,1163,202,17.368874
1400000US06037232701,6037232701,2010,576,134,23.263889
1400000US06037232702,6037232702,2010,943,219,23.223755
1400000US06037232800,6037232800,2010,937,304,32.44397
1400000US06037234001,6037234001,2010,1133,71,6.2665491
1400000US06037234002,6037234002,2010,944,60,6.3559322
1400000US06037234200,6037234200,2010,1179,10,.84817642
1400000US06037234301,6037234301,2010,1379,47,3.4082668
1400000US06037234302,6037234302,2010,1002,34,3.3932135
1400000US06037234501,6037234501,2010,877,89,10.148232
1400000US06037234502,6037234502,2010,1035,104,10.048309
1400000US06037234600,6037234600,2010,1614,176,10.904585
1400000US06037234700,6037234700,2010,1396,73,5.2292266
1400000US06037234800,6037234800,2010,1088,122,11.213235
1400000US06037234901,6037234901,2010,1145,226,19.737991
1400000US06037234902,6037234902,2010,1356,366,26.99115
1400000US06037235100,6037235100,2010,1665,39,2.3423424
1400000US06037235201,6037235201,2010,989,59,5.9656219
1400000US06037235202,6037235202,2010,1762,160,9.0805902
1400000US06037236001,6037236001,2010,1107,8,.72267389
1400000US06037236101,6037236101,2010,1483,68,4.5853
1400000US06037236102,6037236102,2010,1167,54,4.6272492
1400000US06037236203,6037236203,2010,1279,101,7.8967943
1400000US06037236204,6037236204,2010,1364,184,13.489736
1400000US06037236205,6037236205,2010,866,145,16.743649
1400000US06037236206,6037236206,2010,1425,240,16.842106
1400000US06037236400,6037236400,2010,2136,0,0
1400000US06037237101,6037237101,2010,1105,222,20.090498
1400000US06037237102,6037237102,2010,950,223,23.473684
1400000US06037237201,6037237201,2010,966,241,24.94824
1400000US06037237202,6037237202,2010,1320,282,21.363636
1400000US06037237300,6037237300,2010,1774,132,7.4408116
1400000US06037237401,6037237401,2010,934,195,20.877945
1400000US06037237402,6037237402,2010,1027,125,12.171373
1400000US06037237500,6037237500,2010,786,169,21.501272
1400000US06037237600,6037237600,2010,1226,286,23.327896
1400000US06037237710,6037237710,2010,1101,323,29.336966
1400000US06037237720,6037237720,2010,847,295,34.828808
1400000US06037237800,6037237800,2010,1328,174,13.102409
1400000US06037237900,6037237900,2010,1318,67,5.0834599
1400000US06037238000,6037238000,2010,2170,117,5.391705
1400000US06037238100,6037238100,2010,1743,85,4.8766494
1400000US06037238200,6037238200,2010,2119,83,3.9169419
1400000US06037238310,6037238310,2010,1379,416,30.166788
1400000US06037238320,6037238320,2010,979,263,26.864147
1400000US06037238400,6037238400,2010,1773,28,1.5792443
1400000US06037239201,6037239201,2010,902,276,30.598669
1400000US06037239202,6037239202,2010,1046,367,35.08604
1400000US06037239310,6037239310,2010,911,350,38.419319
1400000US06037239320,6037239320,2010,815,206,25.276073
1400000US06037239330,6037239330,2010,702,237,33.760685
1400000US06037239501,6037239501,2010,817,195,23.867809
1400000US06037239502,6037239502,2010,838,180,21.479713
1400000US06037239601,6037239601,2010,859,270,31.431898
1400000US06037239602,6037239602,2010,844,287,34.004738
1400000US06037239701,6037239701,2010,1043,353,33.844677
1400000US06037239702,6037239702,2010,1005,303,30.149254
1400000US06037239801,6037239801,2010,836,264,31.578947
1400000US06037239802,6037239802,2010,1178,330,28.013582
1400000US06037240010,6037240010,2010,899,247,27.474972
1400000US06037240020,6037240020,2010,1221,326,26.699427
1400000US06037240200,6037240200,2010,1351,461,34.122871
1400000US06037240301,6037240301,2010,943,216,22.905621
1400000US06037240302,6037240302,2010,693,159,22.943724
1400000US06037240401,6037240401,2010,1313,367,27.951256
1400000US06037240402,6037240402,2010,1117,194,17.36795
1400000US06037240500,6037240500,2010,1510,429,28.410597
1400000US06037240600,6037240600,2010,1207,425,35.211269
1400000US06037240700,6037240700,2010,1553,291,18.737926
1400000US06037240800,6037240800,2010,1007,256,25.422045
1400000US06037240901,6037240901,2010,413,134,32.445522
1400000US06037240902,6037240902,2010,846,275,32.505909
1400000US06037241001,6037241001,2010,1109,182,16.41118
1400000US06037241002,6037241002,2010,943,231,24.496288
1400000US06037241110,6037241110,2010,729,142,19.478739
1400000US06037241120,6037241120,2010,1122,320,28.520498
1400000US06037241201,6037241201,2010,835,216,25.868263
1400000US06037241202,6037241202,2010,1452,248,17.079889
1400000US06037241300,6037241300,2010,720,92,12.777778
1400000US06037241400,6037241400,2010,912,109,11.951755
1400000US06037242000,6037242000,2010,903,204,22.591362
1400000US06037242100,6037242100,2010,866,342,39.491917
1400000US06037242201,6037242201,2010,814,227,27.886978
1400000US06037242202,6037242202,2010,802,224,27.930174
1400000US06037242300,6037242300,2010,990,288,29.09091
1400000US06037242600,6037242600,2010,1219,179,14.684167
1400000US06037242700,6037242700,2010,1188,208,17.508417
1400000US06037243001,6037243001,2010,576,145,25.173611
1400000US06037243002,6037243002,2010,650,164,25.23077
1400000US06037243100,6037243100,2010,1210,346,28.595041
1400000US06037261102,6037261102,2010,1621,10,.61690313
1400000US06037261103,6037261103,2010,437,0,0
1400000US06037261104,6037261104,2010,966,0,0
1400000US06037261200,6037261200,2010,1759,11,.6253553
1400000US06037262100,6037262100,2010,1306,0,0
1400000US06037262200,6037262200,2010,1742,0,0
1400000US06037262301,6037262301,2010,957,0,0
1400000US06037262302,6037262302,2010,1307,10,.76511097
1400000US06037262303,6037262303,2010,1137,0,0
1400000US06037262400,6037262400,2010,1306,0,0
1400000US06037262501,6037262501,2010,1353,19,1.4042867
1400000US06037262601,6037262601,2010,1347,0,0
1400000US06037262604,6037262604,2010,2350,24,1.0212766
1400000US06037262704,6037262704,2010,1539,59,3.8336582
1400000US06037262706,6037262706,2010,1299,15,1.1547344
1400000US06037262802,6037262802,2010,1550,0,0
1400000US06037264000,6037264000,2010,1265,0,0
1400000US06037264102,6037264102,2010,1727,48,2.7793863
1400000US06037264103,6037264103,2010,1419,10,.70472163
1400000US06037264303,6037264303,2010,1503,7,.4657352
1400000US06037264304,6037264304,2010,1415,6,.42402828
1400000US06037264305,6037264305,2010,2294,27,1.1769835
1400000US06037264306,6037264306,2010,609,7,1.1494253
1400000US06037265100,6037265100,2010,1202,0,0
1400000US06037265201,6037265201,2010,961,37,3.8501561
1400000US06037265203,6037265203,2010,944,20,2.118644
1400000US06037265204,6037265204,2010,808,18,2.2277229
1400000US06037265301,6037265301,2010,,,
1400000US06037265303,6037265303,2010,1542,165,10.700389
1400000US06037265304,6037265304,2010,1034,180,17.408123
1400000US06037265306,6037265306,2010,522,21,4.0229883
1400000US06037265307,6037265307,2010,1219,48,3.9376538
1400000US06037265410,6037265410,2010,614,23,3.7459283
1400000US06037265420,6037265420,2010,740,0,0
1400000US06037265521,6037265521,2010,748,23,3.0748663
1400000US06037265522,6037265522,2010,1442,44,3.0513177
1400000US06037265523,6037265523,2010,987,8,.81053698
1400000US06037265524,6037265524,2010,1251,11,.87929654
1400000US06037265601,6037265601,2010,1534,12,.78226858
1400000US06037265602,6037265602,2010,1601,16,.9993754
1400000US06037265701,6037265701,2010,1633,63,3.8579302
1400000US06037265702,6037265702,2010,715,27,3.7762237
1400000US06037267101,6037267101,2010,1211,32,2.6424444
1400000US06037267102,6037267102,2010,1549,40,2.5823112
1400000US06037267201,6037267201,2010,1428,29,2.0308123
1400000US06037267202,6037267202,2010,1371,28,2.042305
1400000US06037267300,6037267300,2010,1939,226,11.655493
1400000US06037267403,6037267403,2010,1609,25,1.5537601
1400000US06037267404,6037267404,2010,1809,26,1.4372581
1400000US06037267405,6037267405,2010,1144,0,0
1400000US06037267406,6037267406,2010,1152,0,0
1400000US06037267502,6037267502,2010,1585,122,7.6971607
1400000US06037267503,6037267503,2010,1107,144,13.00813
1400000US06037267504,6037267504,2010,1436,186,12.952646
1400000US06037267600,6037267600,2010,1291,49,3.7955074
1400000US06037267700,6037267700,2010,1575,47,2.984127
1400000US06037267800,6037267800,2010,1125,14,1.2444445
1400000US06037267901,6037267901,2010,1550,0,0
1400000US06037267902,6037267902,2010,1591,9,.56568193
1400000US06037269000,6037269000,2010,2195,70,3.1890662
1400000US06037269100,6037269100,2010,1984,49,2.469758
1400000US06037269300,6037269300,2010,1530,22,1.4379085
1400000US06037269500,6037269500,2010,1398,13,.92989987
1400000US06037269601,6037269601,2010,1048,257,24.522902
1400000US06037269602,6037269602,2010,1100,113,10.272727
1400000US06037269700,6037269700,2010,1647,20,1.2143291
1400000US06037269800,6037269800,2010,1604,109,6.7955112
1400000US06037269903,6037269903,2010,1974,16,.81053698
1400000US06037269905,6037269905,2010,1246,156,12.520064
1400000US06037269906,6037269906,2010,1486,80,5.3835802
1400000US06037269907,6037269907,2010,1454,67,4.6079779
1400000US06037269908,6037269908,2010,1031,45,4.3646946
1400000US06037269909,6037269909,2010,1046,45,4.302103
1400000US06037270101,6037270101,2010,1612,61,3.7841191
1400000US06037270102,6037270102,2010,845,32,3.7869823
1400000US06037270200,6037270200,2010,1242,197,15.861514
1400000US06037270300,6037270300,2010,953,58,6.0860438
1400000US06037271100,6037271100,2010,1003,14,1.3958125
1400000US06037271200,6037271200,2010,1116,97,8.6917562
1400000US06037271300,6037271300,2010,2001,26,1.2993504
1400000US06037271400,6037271400,2010,1329,7,.52671182
1400000US06037271500,6037271500,2010,1377,23,1.6702977
1400000US06037271600,6037271600,2010,1925,18,.93506491
1400000US06037271702,6037271702,2010,1879,150,7.9829698
1400000US06037271703,6037271703,2010,1287,49,3.8073039
1400000US06037271704,6037271704,2010,1543,59,3.82372
1400000US06037271801,6037271801,2010,1806,167,9.2469549
1400000US06037271803,6037271803,2010,1098,77,7.0127506
1400000US06037271804,6037271804,2010,1675,117,6.9850745
1400000US06037271901,6037271901,2010,1394,53,3.8020086
1400000US06037271902,6037271902,2010,1798,134,7.4527254
1400000US06037272100,6037272100,2010,1817,45,2.4766097
1400000US06037272201,6037272201,2010,1094,119,10.877514
1400000US06037272202,6037272202,2010,1575,180,11.428572
1400000US06037272301,6037272301,2010,1365,36,2.6373627
1400000US06037272302,6037272302,2010,1933,193,9.9844799
1400000US06037273100,6037273100,2010,843,10,1.1862396
1400000US06037273200,6037273200,2010,1572,102,6.4885497
1400000US06037273300,6037273300,2010,1545,174,11.262136
1400000US06037273403,6037273403,2010,1364,16,1.1730205
1400000US06037273404,6037273404,2010,740,8,1.081081
1400000US06037273502,6037273502,2010,1868,49,2.6231263
1400000US06037273600,6037273600,2010,1141,40,3.5056968
1400000US06037273700,6037273700,2010,1211,33,2.7250206
1400000US06037273800,6037273800,2010,1583,160,10.107391
1400000US06037273902,6037273902,2010,2327,0,0
1400000US06037274100,6037274100,2010,2161,30,1.3882462
1400000US06037274202,6037274202,2010,2316,0,0
1400000US06037275101,6037275101,2010,498,27,5.4216866
1400000US06037275102,6037275102,2010,1384,231,16.690752
1400000US06037275200,6037275200,2010,1577,130,8.2435007
1400000US06037275311,6037275311,2010,2281,94,4.1209993
1400000US06037275312,6037275312,2010,1182,12,1.0152284
1400000US06037275313,6037275313,2010,1407,15,1.0660981
1400000US06037275400,6037275400,2010,1308,35,2.6758411
1400000US06037275500,6037275500,2010,1559,175,11.225144
1400000US06037275603,6037275603,2010,1213,137,11.294312
1400000US06037275604,6037275604,2010,1836,20,1.0893246
1400000US06037275605,6037275605,2010,1236,14,1.1326861
1400000US06037276000,6037276000,2010,2182,0,0
1400000US06037276101,6037276101,2010,1058,25,2.3629489
1400000US06037276102,6037276102,2010,2127,49,2.303714
1400000US06037276400,6037276400,2010,1575,0,0
1400000US06037276500,6037276500,2010,751,0,0
1400000US06037276601,6037276601,2010,1600,12,.75
1400000US06037276605,6037276605,2010,1571,0,0
1400000US06037276606,6037276606,2010,1432,0,0
1400000US06037276607,6037276607,2010,1211,29,2.3947151
1400000US06037276608,6037276608,2010,912,22,2.4122808
1400000US06037277000,6037277000,2010,2015,16,.79404467
1400000US06037277100,6037277100,2010,1110,34,3.0630631
1400000US06037277200,6037277200,2010,1188,95,7.9966331
1400000US06037277400,6037277400,2010,679,69,10.162003
1400000US06037278001,6037278001,2010,1008,26,2.579365
1400000US06037278102,6037278102,2010,1543,25,1.6202203
1400000US06037291110,6037291110,2010,1181,222,18.797628
1400000US06037291120,6037291120,2010,660,209,31.666666
1400000US06037291130,6037291130,2010,968,96,9.9173555
1400000US06037291210,6037291210,2010,1466,228,15.552524
1400000US06037291220,6037291220,2010,1004,234,23.306772
1400000US06037291300,6037291300,2010,963,35,3.6344757
1400000US06037292001,6037292001,2010,1664,269,16.165865
1400000US06037292002,6037292002,2010,221,36,16.289593
1400000US06037293203,6037293203,2010,944,217,22.987288
1400000US06037293204,6037293204,2010,1226,282,23.001631
1400000US06037293205,6037293205,2010,1115,387,34.708519
1400000US06037293206,6037293206,2010,731,254,34.746922
1400000US06037293301,6037293301,2010,1098,20,1.8214936
1400000US06037293302,6037293302,2010,1548,142,9.1731262
1400000US06037293304,6037293304,2010,1440,189,13.125
1400000US06037293306,6037293306,2010,813,13,1.599016
1400000US06037293307,6037293307,2010,877,148,16.875713
1400000US06037294110,6037294110,2010,1127,187,16.592724
1400000US06037294120,6037294120,2010,564,245,43.439716
1400000US06037294200,6037294200,2010,1315,102,7.7566538
1400000US06037294301,6037294301,2010,674,89,13.204748
1400000US06037294302,6037294302,2010,1359,333,24.503311
1400000US06037294410,6037294410,2010,1723,132,7.6610565
1400000US06037294421,6037294421,2010,923,304,32.936077
1400000US06037294510,6037294510,2010,960,268,27.916666
1400000US06037294520,6037294520,2010,931,219,23.523094
1400000US06037294610,6037294610,2010,1149,283,24.630114
1400000US06037294620,6037294620,2010,1065,309,29.014084
1400000US06037294701,6037294701,2010,909,343,37.733772
1400000US06037294810,6037294810,2010,999,480,48.04805
1400000US06037294820,6037294820,2010,855,324,37.894737
1400000US06037294830,6037294830,2010,979,358,36.567928
1400000US06037294900,6037294900,2010,537,162,30.167597
1400000US06037295103,6037295103,2010,2024,17,.83992094
1400000US06037296210,6037296210,2010,936,177,18.910257
1400000US06037296220,6037296220,2010,1169,159,13.601369
1400000US06037296300,6037296300,2010,1842,69,3.7459283
1400000US06037296401,6037296401,2010,1173,90,7.6726341
1400000US06037296402,6037296402,2010,1144,52,4.5454545
1400000US06037296500,6037296500,2010,1349,252,18.680504
1400000US06037296600,6037296600,2010,1861,321,17.248791
1400000US06037296901,6037296901,2010,1519,284,18.69651
1400000US06037296902,6037296902,2010,1538,199,12.938882
1400000US06037297001,6037297001,2010,1046,25,2.3900573
1400000US06037297002,6037297002,2010,1171,28,2.3911188
1400000US06037297110,6037297110,2010,1449,314,21.670116
1400000US06037297120,6037297120,2010,1087,157,14.443422
